NU_INSCRICAO;TP_SEXO;NU_IDADE;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;SG_UF_RESIDENCIA;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO
10004525;M;17;5440239;Município 58;MT;1;2;0;ESC00199;498.88063377542267;369.0040386179755;446.16717240888886;500.0050314275823;602.4735390946743
10004526;M;18;2052937;Município 50;PE;1;2;0;ESC00149;438.6061855248816;531.5179849065265;333.39675832110515;389.9221202011755;463.502943141965
10004527;F;19;5616719;Município 24;RS;1;1;0;ESC00002;714.9850941525874;493.25130506604114;463.0722497333943;481.2951814734983;640.366999073929
10004528;M;21;8639787;Município 22;RO;1;2;0;ESC00045;460.6129277989176;519.5331458483582;457.49620548573563;371.6172613601602;783.848235102038
10004529;F;17;6730704;Município 52;CE;2;2;0;ESC00071;533.0494754232645;702.7026307107122;636.6831989463994;587.6909629460857;608.7790225103226
10004530;F;19;9352997;Município 26;PA;1;1;0;ESC00132;318.85928963602515;510.27871018318626;397.71213166650216;511.2318030126188;761.966198486124
10004531;F;16;8072166;Município 85;AP;1;2;0;ESC00188;353.196509674679;527.8711302444765;481.0139992291996;409.24988935218175;459.0710861718903
10004532;M;15;7718838;Município 95;RO;1;1;0;ESC00117;421.46190186193166;500.02490684430353;486.51403604430624;522.2916785330099;438.0480294447711
10004533;M;16;7130741;Município 13;TO;2;2;0;ESC00045;609.2289129012568;663.6352234601171;571.7617650038843;553.6996286099371;774.1639018951663
10004534;F;15;1114557;Município 71;SE;2;1;0;ESC00086;510.1536690293493;568.8234439116042;510.8228090145763;455.51563199396696;917.75476521325
10004535;M;15;5126851;Município 20;MA;1;1;0;ESC00185;490.53498587470875;432.4256162702322;533.2010601627998;385.1791554236388;778.017986190432
10004536;F;15;1738700;Município 87;RO;2;1;0;ESC00068;411.46677071612953;772.9649187275203;600.6272706950183;682.5768214496402;647.334616398061
10004537;M;17;7902533;Município 63;CE;1;1;0;ESC00066;396.8035722216401;454.3697575929481;614.2391531493322;593.3023362831539;789.6812188669055
10004538;M;20;6730704;Município 52;SC;1;2;1;ESC00060;396.9111445974262;521.2091330995269;477.67096701577645;493.5323453991194;660.3934094506883
10004539;F;19;3394191;Município 64;PR;2;2;0;ESC00056;489.86646237437503;538.9049077981891;651.4700035254635;425.428849078799;908.6441481503002
10004540;F;18;5616719;Município 24;TO;1;2;0;ESC00037;403.52453543808144;289.3956079377206;488.229651134082;420.2873799351613;533.5096022045975
10004541;M;17;1215963;Município 72;PR;2;2;0;ESC00006;493.82788659323813;666.1865263468812;501.2266422545548;763.356202510275;872.6802405350863
10004542;M;22;2726502;Município 23;TO;1;1;0;ESC00053;529.6812339610113;326.8448587705536;581.7928704562501;431.1779996588947;609.4887208481847
10004543;M;17;3221202;Município 84;PR;1;1;0;ESC00080;444.676214970187;558.2988155182863;423.1896451795714;419.397130941046;472.5441614050085
10004544;M;21;9708150;Município 28;TO;1;1;0;ESC00166;479.90669895762034;496.7279826826508;479.4172441141271;581.2228651828292;742.0684417503619
10004545;M;18;1590707;Município 38;AM;1;2;0;ESC00180;426.5262110715738;434.9202810182982;550.0470048635391;521.9463870968053;667.8991747040105
10004546;M;20;7718838;Município 95;TO;1;1;0;ESC00066;598.1948774048019;322.13627025387984;457.0970172065643;336.19838463685005;497.66378944508455
10004547;M;24;2640678;Município 97;PR;2;1;0;ESC00140;637.8006718008156;623.8105530835954;534.1738048966401;521.1984567254635;621.293501501514
10004548;M;17;5371437;Município 54;DF;1;2;0;ESC00112;478.86763730089046;389.9849464633972;459.993015620344;624.431403188157;614.9123191059437
10004549;F;20;3010761;Município 47;AP;1;1;0;ESC00162;561.5665133535182;424.4355834271727;446.4364211196448;453.17724847247734;942.1373354934432
10004550;M;20;3538802;Município 19;RN;1;1;0;ESC00049;598.372985431307;551.7261765860874;275.80841979888976;228.27042863170624;466.6471513210638
10004551;M;22;9089832;Município 39;BA;1;2;0;ESC00067;459.0135212507063;561.6672820414788;578.7025873894288;447.27648891040616;727.0894263740886
10004552;M;25;1306841;Município 49;RO;2;2;0;ESC00194;537.8317635153996;523.5845502142275;474.2470506389644;625.5854257264572;633.3412578362163
10004553;F;15;5521643;Município 74;TO;1;1;0;ESC00079;369.17238295989796;599.711977627226;649.2922947384435;533.6052965009435;386.51726552682874
10004554;M;15;1598265;Município 43;SP;1;1;0;ESC00167;252.96105025683346;322.32354329482223;550.6941330016748;416.1777123805821;543.4601272498411
10004555;F;22;1215963;Município 72;MA;1;1;0;ESC00184;514.3413479104366;484.76464872928005;393.87160679328997;321.29114962031275;508.75133884945365
10004556;F;15;9352997;Município 26;RS;1;1;0;ESC00077;553.8561334532654;499.93729037322555;574.2959801839828;409.64283913668083;573.8967002888706
10004557;F;21;9850005;Município 81;RR;2;2;0;ESC00168;588.3912422094149;560.2727873469498;721.7342251826753;577.7053014676626;736.9536355666514
10004558;M;17;3441000;Município 100;GO;1;1;0;ESC00019;317.04130915919086;590.1562438909324;482.0356133834909;538.2348356260557;738.212917462415
10004559;M;15;9352997;Município 26;RN;1;1;0;ESC00064;477.5486492312953;628.2170376649582;451.06692951672557;319.40842195845454;705.5084432532551
10004560;M;15;1661309;Município 42;PA;2;1;0;ESC00102;439.2595500295831;540.7488266096412;452.17474342859015;546.2422909773878;558.9408148670256
10004561;M;21;4196823;Município 6;DF;1;1;0;ESC00067;436.3105045958047;418.4291020442961;517.6738011440424;515.9053543959276;731.7020047368356
10004562;F;15;2052937;Município 50;BA;2;1;0;ESC00190;407.42899310612574;767.0309061709418;559.6127278362101;309.16154450713714;702.3941464716211
10004563;M;18;4793577;Município 70;MA;2;2;1;ESC00131;433.7776452777999;556.2814269355854;569.4762123138275;760.6425673123999;642.4821966201473
10004564;M;17;2157217;Município 30;PB;1;2;0;ESC00089;486.8412498948832;499.57331098606005;496.4753730658305;442.1845927534342;601.012127813374
10004565;F;15;3397644;Município 10;MS;1;2;0;ESC00020;386.3465162282209;402.77254691585273;290.2739283251995;517.1466380251712;630.6782519752154
10004566;F;18;4601281;Município 32;MA;1;1;0;ESC00111;319.15688958638367;418.02469443764807;488.23366890249605;568.305896434135;808.7776881345878
10004567;M;20;3148069;Município 4;ES;1;2;0;ESC00175;566.1669313810393;520.3885025739697;416.7596425190466;617.6463177459473;405.01180275795355
10004568;F;15;5761021;Município 78;RR;1;1;0;ESC00087;373.70910056464584;460.5470647277128;309.8659022921519;283.2224418218943;743.116744855687
10004569;M;20;1661309;Município 42;BA;1;1;0;ESC00115;451.34707321495307;464.0502497975892;423.1707535357049;394.45040301846757;699.1507752691855
10004570;F;21;4601281;Município 32;RR;2;2;0;ESC00148;417.03628348281904;518.2240510303446;514.0000360967393;362.1229606632827;677.4881237291922
10004571;M;17;7093107;Município 86;RN;2;1;0;ESC00047;560.8613338026801;564.1382526269491;611.2620679149804;516.1848662245566;586.1363119367472
10004572;M;17;6276549;Município 66;PE;2;2;0;ESC00121;431.530426153805;563.295878295233;526.4527208007485;550.107888362812;743.3266570489055
10004573;F;18;9677565;Município 37;ES;1;1;0;ESC00179;520.8785575767452;571.1428101955973;529.6853125983415;438.6403769767847;740.4369701413378
10004574;M;15;1629015;Município 41;RS;1;2;0;ESC00172;548.9280944786824;444.96851011582066;532.3490021418563;437.0531878122151;538.4934904068914
10004575;M;17;4691137;Município 93;AP;1;2;0;ESC00027;563.5582262466626;480.8027490589107;445.2059417059405;567.3440052784006;602.4217653296677
10004576;F;21;3397644;Município 10;MA;1;1;0;ESC00138;443.656915811274;432.7572701956367;439.87580101275955;307.0057553233437;674.796458260071
10004577;F;17;2885187;Município 83;TO;1;2;0;ESC00116;303.6305185239883;457.55532821834595;472.30696353626774;207.8001689415229;451.72467625755536
10004578;F;18;7130741;Município 13;RO;1;1;0;ESC00103;461.10318243053104;506.44195722124516;449.0178787414848;457.8543438425456;510.97366228567546
10004579;M;19;2157217;Município 30;PB;1;1;0;ESC00128;468.7103691836164;355.6226899700066;462.568044949673;398.6449950955619;461.26539966859843
10004580;F;15;5843764;Município 91;MG;1;1;0;ESC00075;495.03800780248406;403.41248162921084;343.09302760369314;439.39230671406887;455.66836818032374
10004581;M;15;6448986;Município 45;GO;1;2;0;ESC00114;464.72676428275156;381.45910927220604;626.8532388349195;464.0749689577115;521.5644526349506
10004582;F;19;8639787;Município 22;PB;1;2;0;ESC00140;487.1114549922904;339.1523547501809;635.605343847403;268.6013010830113;887.5811254677965
10004583;M;18;1696929;Município 34;RN;1;1;0;ESC00194;384.7700454801359;378.29573075495415;454.91371153578245;274.1748944587998;420.40194958026143
10004584;M;15;4196823;Município 6;RO;1;2;0;ESC00138;383.2252597820119;440.7520715520741;404.183670502882;417.209870992206;737.5557658616196
10004585;M;22;1629015;Município 41;PR;1;1;0;ESC00172;581.8465673734503;401.56074434194784;359.2468735646644;403.67190444721865;647.88260527188
10004586;F;20;1661309;Município 42;RS;1;2;0;ESC00051;492.4749666961045;485.29689192807325;388.1422077572212;408.2678672966955;665.6735212614457
10004587;M;19;4948579;Município 12;MT;1;1;1;ESC00005;343.82648171280516;550.7998927844646;484.0808502384855;384.60078655745116;624.5543790261693
10004588;M;23;9708150;Município 28;RS;1;1;0;ESC00036;333.6717506924024;613.6804374835231;415.3992323097199;759.422184172402;551.3633897396029
10004589;M;20;7902533;Município 63;TO;1;2;0;ESC00006;490.18835242964155;430.4591631847377;385.02363432438744;325.54619857200476;353.8521652655912
10004590;M;16;1576485;Município 60;MS;1;2;0;ESC00043;523.318755280973;372.55892897725147;426.22818889575996;530.1609212054436;634.9592604649349
10004591;M;18;5427784;Município 62;PB;2;1;0;ESC00171;405.1531616241141;665.926172463255;580.5624452304294;660.5495265729785;776.0746929266232
10004592;M;16;8522842;Município 44;SE;1;1;0;ESC00173;421.1062658880372;377.9628173373649;535.6082760930806;527.0184272746206;351.3780511049818
10004593;M;15;2533197;Município 94;PE;1;2;0;ESC00058;413.8872159177402;371.65360891728017;402.06956101192145;603.1838540963074;286.5213857161142
10004594;M;16;4691137;Município 93;SC;1;2;0;ESC00149;532.7278034067822;425.01948706593316;470.056320662934;560.9618825272379;322.26406016883357
10004595;F;16;6730704;Município 52;ES;1;1;0;ESC00106;579.9586588982471;550.2417887192702;540.4901167864109;433.3011432212716;782.024628636934
10004596;M;15;1873992;Município 3;SE;2;2;0;ESC00005;608.3459868181159;521.2649796917043;717.466246288034;571.5363644881494;693.1850647116854
10004597;F;20;4948579;Município 12;MS;1;1;0;ESC00089;528.1149695347408;535.2783843835641;460.64666062258726;582.0442271434813;615.4039928278833
10004598;F;17;1229480;Município 17;PB;1;2;0;ESC00161;426.2616924900652;378.0795062970735;480.1269698872559;436.70351956826823;637.469047536758
10004599;M;19;1616119;Município 82;SE;2;1;0;ESC00004;409.8565883188934;413.7253542521733;500.8940256656858;522.0723168606394;700.7930889431856
10004600;M;15;3221202;Município 84;RN;1;2;0;ESC00060;333.60723778402604;442.5740809527106;470.9333342228453;422.24319113234776;548.7544426256238
10004601;M;15;5233363;Município 14;AM;1;2;0;ESC00012;305.3371717698264;517.8528462212751;521.089264852425;582.201198233944;712.4545854176303
10004602;F;18;7614014;Município 35;PI;1;2;0;ESC00039;344.9741233294824;437.5025188631598;461.6067284863251;539.3534817392083;573.8197069188786
10004603;F;20;4793577;Município 70;MG;1;2;0;ESC00077;270.339644849509;409.5007800351167;465.69987202203106;599.5907956584476;563.5320713350679
10004604;M;18;9470497;Município 46;SP;1;1;0;ESC00006;352.58022465115874;508.2921494172359;656.1056205589421;759.4177100312297;669.8036343863216
10004605;M;20;5975503;Município 56;SC;2;2;0;ESC00069;363.0979984410403;626.9219163646053;465.2246803796672;691.0415817387382;565.7467777364785
10004606;F;22;8522842;Município 44;MA;1;1;0;ESC00093;403.5905307567572;342.0041511218395;574.2290939914063;657.8737227377833;322.43172909450834
10004607;F;19;7267367;Município 98;RS;1;2;0;ESC00085;587.9485298227478;446.01286682577097;349.7530488812126;669.4932021059324;396.36911619460955
10004608;F;17;1014253;Município 31;MG;2;1;0;ESC00146;443.5923497875756;601.6327653855326;511.7904968037847;378.0105160598117;736.5373259773628
10004609;M;18;8072166;Município 85;PE;2;2;0;ESC00152;314.53421825597707;623.7401768669805;551.4853011748909;588.2401170967296;688.2318111180342
10004610;M;17;5233363;Município 14;ES;1;1;0;ESC00149;533.6858692907634;522.2311536860749;430.2476986903676;421.902889463943;814.1428043137175
10004611;M;19;1014253;Município 31;DF;1;1;0;ESC00044;451.86631139448974;451.17418802923396;454.397092722227;415.82868900302105;504.94396421897915
10004612;F;15;2533197;Município 94;RN;1;2;0;ESC00177;620.4401206834264;428.60581396326137;552.1383805856848;553.2753132390774;546.5870200196185
10004613;M;15;7909664;Município 92;TO;1;1;0;ESC00198;442.169436013629;563.8753462887182;537.8858970921425;414.04179048166503;353.1839551038988
10004614;F;22;3751310;Município 90;RS;1;1;0;ESC00011;412.70187669740966;515.3573817165411;550.8724088037337;438.8714355366262;322.0291335249061
10004615;M;16;4601281;Município 32;BA;2;2;0;ESC00072;633.6216418841772;539.3523806773698;538.2344312515315;497.9890191208219;701.8803176388419
10004616;F;17;7718838;Município 95;RN;1;2;0;ESC00115;648.9158901214784;488.9506348114275;486.01242176826446;458.22659360057315;432.46018953604926
10004617;M;19;9677565;Município 37;SC;2;2;0;ESC00176;449.05513413047106;646.025778830319;485.8366841332081;690.6347090490426;625.6949138465535
10004618;M;21;1306841;Município 49;TO;1;1;0;ESC00022;374.7951687349255;444.26156700080537;475.59048766822866;424.6844940567705;539.3343039006618
10004619;F;15;7902533;Município 63;RR;2;2;0;ESC00038;721.7888905719703;675.7518241505054;502.7943090996231;678.4750666132137;815.1744016649535
10004620;F;18;5975503;Município 56;RR;1;1;0;ESC00038;327.8417276114419;325.99666811872635;505.5642991087901;548.7365967274892;807.5298777291617
10004621;M;17;3751310;Município 90;PB;2;1;0;ESC00176;691.3530537003764;697.084697944124;627.6108596258448;501.7416501829717;682.3154926812608
10004622;F;15;9470497;Município 46;MS;1;1;0;ESC00144;445.7362916998411;371.7766939487779;586.0531896364491;603.4037134962161;566.8475828988843
10004623;M;16;6307081;Município 48;MT;1;1;0;ESC00131;500.7242459696296;270.81002723811946;501.11539664824824;337.821737467624;594.9257474569654
10004624;F;21;1014253;Município 31;MG;2;1;0;ESC00086;727.5876950777339;554.6248869876448;493.35213964617793;541.9976401668715;668.4237110246654
10004625;F;21;3148069;Município 4;MA;1;2;0;ESC00061;411.6878906285906;431.3849364936855;380.73457351408007;404.3439599935617;573.9987151978
10004626;M;15;1629015;Município 41;AP;1;1;0;ESC00185;483.22052992429195;485.3258628293508;426.36812140089086;659.4868064729615;770.3332441962349
10004627;M;17;9470497;Município 46;RS;1;2;0;ESC00019;783.5178937825735;420.8603226689673;452.5830120272505;527.0654065071961;641.5341485777108
10004628;F;15;5761021;Município 78;PA;1;1;0;ESC00099;398.9808905358474;585.9008397231404;306.82937785920547;563.9948867860393;521.1485516471807
10004629;F;15;9089832;Município 39;TO;1;1;0;ESC00196;430.3323363610064;385.13885428923305;571.4826035935514;522.2305262791026;461.062396879487
10004630;M;15;1873992;Município 3;AL;1;2;0;ESC00080;457.0675129059563;440.24526298412854;509.24403988555434;407.2671257977646;737.6508869080244
10004631;F;18;1873992;Município 3;PA;1;1;0;ESC00011;545.0524016626003;375.18528696870567;468.8610067467855;393.9092330228884;506.4546636376533
10004632;F;19;7797984;Município 55;PI;1;1;0;ESC00115;512.3246791719249;536.2326654567303;453.79216420743455;652.7424937482942;459.98707832946536
10004633;F;21;5351086;Município 88;RO;1;1;0;ESC00087;369.68761812483257;561.2333776893081;355.51889690748976;325.5230817417043;646.4750951865548
10004634;F;15;1014253;Município 31;BA;2;2;0;ESC00088;469.5998681142444;506.1396705882512;557.4658515668021;840.4438833267401;696.3543058514927
10004635;M;19;8639787;Município 22;SP;2;2;0;ESC00189;500.9816622454178;791.4843940663852;570.9369888700884;629.7044541325934;691.9320943091583
10004636;M;20;3441000;Município 100;RS;2;1;0;ESC00061;553.5185728446039;383.9457594461386;679.257466758668;588.2654881860097;587.2056762976796
10004637;F;20;3538802;Município 19;DF;1;1;0;ESC00161;248.8466157718522;494.1650786926112;368.8534828981241;477.2434459371229;673.5032701543378
10004638;F;18;1873992;Município 3;RJ;1;2;0;ESC00095;384.6840767642532;537.6724768157225;482.60844731660677;539.3662797132655;256.6863315938676
10004639;F;20;3441000;Município 100;MS;2;2;0;ESC00070;530.5343297493439;519.2651700272506;711.568569403513;632.1489722066942;877.5024164423004
10004640;F;15;8639787;Município 22;PB;1;2;0;ESC00039;618.2306316109182;495.06068039840653;549.3378041207583;488.9883927680521;694.8289813241829
10004641;F;15;9352997;Município 26;RS;1;2;1;ESC00053;445.1524524769795;509.7361472918528;422.8197104583695;463.73271043496493;611.0420538700544
10004642;F;15;1037369;Município 57;MT;1;2;0;ESC00033;435.31522291797353;307.8953588540744;415.03386918022505;459.26593228721146;413.2061082857912
10004643;F;17;9677565;Município 37;MT;2;2;0;ESC00200;524.4330805252926;610.4719496337018;552.1758991123868;655.5002434839731;752.3527279048374
10004644;M;17;7130741;Município 13;DF;1;2;0;ESC00141;456.23200219443095;368.157790423815;459.224041347292;382.33932826663977;789.6165557055116
10004645;F;17;3441000;Município 100;RJ;1;2;0;ESC00029;388.28873200422237;492.1353530556798;360.0891151920705;572.7298030538715;580.7612984101884
10004646;M;21;2726502;Município 23;TO;1;1;0;ESC00027;380.481076337438;564.9593910246934;580.5211748399122;360.9156707374893;386.42281340893703
10004647;M;18;8383731;Município 27;PB;1;2;0;ESC00007;378.61518492230476;344.2472888596028;494.77151115123854;430.300254618715;459.350767554826
10004648;F;18;8383731;Município 27;PI;1;1;0;ESC00178;403.1451518861096;354.3639375706713;538.265562083315;591.1527944266554;401.7842591379615
10004649;M;15;7909664;Município 92;MT;1;1;0;ESC00124;454.1607248849642;483.4121967910472;473.9790830930732;451.8318301890828;611.4897103700716
10004650;F;15;6456393;Município 67;PI;1;2;0;ESC00106;465.82291802636945;503.10345182377074;436.61085359639935;529.3259841369363;897.1113863035048
10004651;F;16;9352997;Município 26;PB;2;1;0;ESC00180;375.6002809336857;562.7720751048673;561.735203216375;534.2303714913107;624.6212218315044
10004652;M;17;7909664;Município 92;DF;1;2;0;ESC00015;496.71158451129037;426.29807604751153;452.6687796701985;457.0976577545851;522.7362969722634
10004653;F;20;8639787;Município 22;MT;1;1;0;ESC00113;406.71051454928977;336.5698396374204;333.26319472043133;480.2390753720842;624.5319650999857
10004654;M;21;5233363;Município 14;AL;1;1;0;ESC00104;523.0357051429162;579.8027420754083;510.62444341454676;305.0049498428253;565.4929054675863
10004655;M;15;7093107;Município 86;AM;1;2;0;ESC00070;453.9744404529849;460.09884846463177;562.53831520195;427.5963957456966;553.1160853489689
10004656;M;15;7589212;Município 99;DF;1;1;0;ESC00079;531.6881098960623;427.80173809641286;482.8792044121853;591.7927865293494;716.5409585685422
10004657;M;20;5233363;Município 14;RS;2;1;0;ESC00147;521.142220516918;360.57758556524607;592.7802749931162;631.2511294682248;730.3572156625095
10004658;F;17;1598265;Município 43;PB;2;1;0;ESC00101;482.4925151618583;595.653343845691;536.769928596056;566.7223108062134;680.924093061199
10004659;M;22;4004559;Município 79;RN;1;1;0;ESC00068;481.450504102905;323.063487377316;508.1166757353988;507.0496271047343;507.02396568511824
10004660;F;19;8662457;Município 29;BA;1;2;1;ESC00142;475.60725288056403;363.4572294131791;498.52250023077306;270.37254270453116;979.2041158786808
10004661;F;17;3538802;Município 19;MA;1;2;0;ESC00194;589.7181791894336;552.1818095774544;842.7378088886162;476.57744481334174;681.7675430876284
10004662;M;20;3010761;Município 47;SP;1;1;0;ESC00121;242.37324747411537;601.3182403969843;513.2404998147766;470.2754332638401;512.2331978588279
10004663;M;18;2885187;Município 83;TO;1;1;0;ESC00176;468.87574163399717;397.793766418163;307.85693493878057;607.6918467419094;709.5766629831371
10004664;M;15;8639787;Município 22;DF;1;1;0;ESC00174;356.07707881277037;457.03862738494183;383.8504729868034;342.8872661200116;592.7440585735441
10004665;F;16;3929404;Município 51;MA;1;2;0;ESC00128;442.2135774489683;519.8570228970912;485.5136521360094;526.4786701992045;613.0280466517484
10004666;M;18;6448986;Município 45;GO;2;2;0;ESC00158;436.88648613332646;518.889190448211;621.8588830398297;455.26055740020286;837.5196266783668
10004667;F;18;2640678;Município 97;AL;1;2;0;ESC00064;452.256090185283;373.2851411414365;529.3821735367951;590.4255284191217;760.1167626878764
10004668;M;16;3644347;Município 16;AM;2;1;0;ESC00108;521.1260319728015;577.7762143294744;549.4316037845043;592.9210084568492;792.2897674746873
10004669;M;17;3929404;Município 51;TO;1;2;0;ESC00183;349.2761400496829;406.9705117094408;442.99755520047523;501.59096326165826;473.20085183902466
10004670;F;15;3010761;Município 47;MS;1;1;0;ESC00088;673.75001163513;314.14077709523815;465.76278274923504;460.16190726422724;529.6270500460806
10004671;M;16;9765637;Município 25;DF;2;2;0;ESC00109;633.3418361609035;644.6581123932215;544.3009933708797;372.267110668834;739.4330391101498
10004672;F;15;1590707;Município 38;MT;1;1;0;ESC00068;489.97936311400457;469.4689648471848;439.8907360600381;474.67977466936946;651.5278104163219
10004673;F;18;6316351;Município 53;MT;1;1;0;ESC00010;507.9265512086239;533.1786741493598;592.2099690155095;511.93741872969895;489.58869658126605
10004674;M;15;1215963;Município 72;MG;1;2;1;ESC00139;447.15356799607787;494.3323532681702;533.4512813800259;303.75962545779646;811.0151868159331
10004675;F;20;4307675;Município 69;AP;1;1;0;ESC00071;310.91412437257395;473.9726464782105;674.7266667067531;393.25841357845906;576.6538556212577
10004676;F;15;1014253;Município 31;DF;1;2;0;ESC00002;454.4241070016993;396.89909943940154;488.08017311431814;583.3840859121923;779.1815600200175
10004677;M;15;6226817;Município 61;PR;1;1;0;ESC00135;409.5386300647331;542.6428203367341;570.7914655592178;637.9338799180746;633.4471331699367
10004678;M;18;1229480;Município 17;SC;1;2;0;ESC00053;159.56969637137888;424.9436373178819;403.88318484209793;178.9677391392043;714.4595333866865
10004679;M;16;3148069;Município 4;SP;1;1;1;ESC00199;386.03926792891247;374.64071851146014;525.8493240770471;452.35504965183065;304.67078265024014
10004680;F;17;4307675;Município 69;SE;1;2;0;ESC00008;433.84529507702536;478.93243481084016;508.2581830214546;428.5282288766019;372.54964108197623
10004681;M;22;1873992;Município 3;PE;2;1;0;ESC00185;632.8987996178079;512.5310286829346;397.9527797723258;511.43928129414644;614.0362392070192
10004682;F;16;1629015;Município 41;SE;1;2;0;ESC00054;322.373317986492;550.6035526588175;532.3742947593755;404.47571138214334;651.5720951109657
10004683;M;21;7130741;Município 13;MG;1;1;0;ESC00094;389.8798837529606;651.2539245900547;543.4162648791864;580.3230268525355;694.9890422688643
10004684;F;15;7171329;Município 75;MS;1;2;0;ESC00161;564.2994319194282;511.5308380151379;549.6807574944834;537.6482245597936;362.42533226966333
10004685;F;15;7797984;Município 55;SE;1;1;0;ESC00031;646.4016098558067;441.86028418409916;474.2389686384975;415.5447916938706;550.8908051888618
10004686;F;17;1738700;Município 87;AP;2;1;0;ESC00058;630.4137104237561;552.2404742653208;563.1949087552889;480.2300728207833;837.9429097492034
10004687;M;15;9232150;Município 11;TO;1;2;0;ESC00183;413.0206171257357;419.68248572846625;419.3444486558828;436.53328198056465;606.6674948323407
10004688;M;16;7797984;Município 55;MA;1;1;0;ESC00194;501.2605571460067;530.8504373246849;585.1360214317637;439.2000787136815;585.1095815385728
10004689;M;15;3186484;Município 21;TO;2;1;0;ESC00161;384.44811124665546;574.8898011548009;594.3834651701166;578.5904785101116;525.1788920746724
10004690;F;15;2533197;Município 94;ES;1;1;0;ESC00171;541.5310233334992;354.33170589021967;508.3295708575663;488.3164941880617;702.0604623848308
10004691;F;15;2344974;Município 76;PE;1;2;0;ESC00031;517.8470896322561;490.3717220921501;460.7754379993389;378.24909481273335;607.421204896133
10004692;M;16;7589212;Município 99;AC;2;2;0;ESC00103;415.78080527355826;614.7053880994704;538.4005363015428;526.2677138793657;625.0698126639398
10004693;M;15;1014253;Município 31;MS;2;2;0;ESC00056;600.9741353281912;512.226086144412;600.1020321090522;491.4281283011351;520.6300912599295
10004694;F;17;7079097;Município 8;PB;1;1;0;ESC00078;235.84787390858554;358.09681422667035;404.7802715943314;310.1003929337356;802.8242755178424
10004695;M;20;1598265;Município 43;CE;1;1;0;ESC00062;504.4710309543651;603.9207621756477;433.4930058678982;207.70625682734033;493.11069331783915
10004696;M;15;4691137;Município 93;TO;1;2;0;ESC00088;440.78885644815807;517.112959285136;521.246587145055;470.5589465142954;340.2515297734719
10004697;M;15;4691137;Município 93;PB;1;1;0;ESC00154;402.0755473503049;392.99096314936145;565.345222820637;528.132900662581;504.1784536197979
10004698;M;21;6922887;Município 36;CE;1;2;0;ESC00045;440.0012700563956;428.9325862182974;485.0767494976842;287.3951362890819;731.9358690492013
10004699;F;17;7067436;Município 80;SP;1;2;0;ESC00064;449.6642225188455;683.5637727948235;499.34648007681994;572.8875459599885;628.6579570865237
10004700;F;15;7171329;Município 75;AP;1;2;0;ESC00194;585.9473989708756;499.9241463944186;478.75369854584517;485.78120543518577;634.7429606546785
10004701;M;21;2790176;Município 96;ES;1;2;0;ESC00021;412.05326303874307;422.84297831683347;492.3242819825856;363.0534377313326;701.6209545211262
10004702;M;17;2157217;Município 30;CE;2;2;0;ESC00030;479.4052360139698;650.5575590483593;533.6769875949435;669.2446045959783;576.2161662329056
10004703;F;22;5761021;Município 78;TO;2;2;0;ESC00087;400.857549055686;388.55154005151235;553.5317115681393;423.20618055898126;711.2787138720435
10004704;M;17;4793577;Município 70;MT;1;1;0;ESC00093;594.5929965790068;478.51075285932893;512.685101798903;494.08461497256525;409.26962295253804
10004705;M;20;7902533;Município 63;TO;1;2;0;ESC00181;319.33172190854145;512.9775691576992;398.9407895666107;632.9872796433584;631.3118915996251
10004706;M;16;7067436;Município 80;SE;2;1;0;ESC00166;411.0198094355595;691.2585275687061;577.494677560304;621.3446836184227;961.7524493340338
10004707;M;15;5126851;Município 20;MS;1;2;0;ESC00114;579.395103596651;490.41415498187916;519.7055233608361;554.4161994938532;727.7806525181888
10004708;F;18;1590707;Município 38;RR;2;2;0;ESC00100;593.0339254893079;576.9979778880975;567.4340566932385;472.7831840674409;852.4378263105675
10004709;M;19;7589212;Município 99;DF;1;2;0;ESC00065;415.05008711527086;428.85442117139263;492.38621785161513;450.7851004848937;635.4435203571174
10004710;F;20;4245421;Município 5;AC;1;1;0;ESC00073;474.1946673839376;463.0585840062837;550.7937805767915;306.55858964637787;724.5627554058241
10004711;F;21;5371437;Município 54;RO;2;1;0;ESC00184;566.9093801342274;673.4745235709295;696.6031499894452;681.580797183975;529.4840016014289
10004712;F;17;7614014;Município 35;PA;2;1;0;ESC00170;525.3492279727226;607.1138313170242;558.1196970001403;560.0561783517047;651.9766698977063
10004713;M;17;7171329;Município 75;MA;1;2;0;ESC00068;520.8567717151022;615.6313615138304;364.5093747617102;642.1540378274033;931.8070298503824
10004714;F;21;6730704;Município 52;GO;2;2;0;ESC00160;572.9887009353321;499.5236666220377;675.4688836982174;327.7245618652423;783.6417337603848
10004715;F;15;1215963;Município 72;MS;2;2;0;ESC00176;586.2390008902582;602.6959918621412;604.9391726233815;487.32998765149034;703.7413965585391
10004716;M;20;7067436;Município 80;RS;1;1;0;ESC00074;460.0451003227233;393.9914812588336;643.1552424752789;451.80732034733774;802.3870963555471
10004717;F;21;5371437;Município 54;CE;2;1;0;ESC00194;706.936272570508;584.8815128957245;489.95862082159454;503.1544265618107;813.6775436222633
